,ConvertedAge,BreedRank,AnimalType_Cat,AnimalType_Dog,Female_Female,Female_Male,Female_Unknown,Intact_Intact,Intact_Spayed/Neutered,Intact_Unknown,MixedBreed_Known Breed Combo,MixedBreed_Mixed Breed,MixedBreed_Nonmixed,Named_Named,Named_Unnamed
9717,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
26550,-0.403471617797,-1.2419624898,0,1,0,1,0,0,1,0,1,0,0,1,0
2259,0.600497592867,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
20612,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
8321,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
1910,2.27377961064,-1.63800711605,0,1,0,1,0,0,1,0,0,1,0,1,0
87,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
5987,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
12032,-0.0688152142423,-1.4894903812,0,1,1,0,0,1,0,0,1,0,0,0,1
14225,-0.651246070428,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
1103,-0.403471617797,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
20617,-0.731692321283,0.738260641456,0,1,1,0,0,1,0,0,0,0,1,0,1
13846,1.93912320708,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
16279,-0.535403469198,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
2131,-0.564364119506,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
19592,1.26981039998,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19582,-0.403471617797,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
19245,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
2646,-0.725256621215,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
23205,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
24177,-0.709167371044,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
19516,-0.738128021351,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
20249,-0.622285420121,-0.400367659014,0,1,0,1,0,1,0,0,0,1,0,1,0
25998,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
19978,-0.0688152142423,-1.31622085722,0,1,0,1,0,0,1,0,1,0,0,1,0
20304,-0.731692321283,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
16155,-0.535403469198,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
26630,0.600497592867,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
351,-0.725256621215,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
14240,-0.535403469198,-1.4894903812,0,1,0,1,0,0,1,0,0,1,0,1,0
20914,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
8075,-0.725256621215,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
5673,1.60446680353,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
2395,1.60446680353,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
7051,0.600497592867,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
20150,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
8650,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
5263,-0.0688152142423,-1.39047922464,0,1,1,0,0,0,1,0,0,1,0,1,0
8670,0.935153996421,-0.301356502452,0,1,1,0,0,0,1,0,1,0,0,0,1
19892,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
4854,-0.50644281889,0.0946881237989,0,1,1,0,0,0,1,0,1,0,0,1,0
8221,0.265841189312,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
22554,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
5048,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
571,2.27377961064,-0.25185092417,0,1,1,0,0,0,1,0,0,1,0,1,0
22369,-0.622285420121,0.738260641456,0,1,0,1,0,1,0,0,0,0,1,1,0
14053,0.600497592867,0.738260641456,1,0,0,1,0,1,0,0,0,0,1,0,1
12521,-0.403471617797,-0.301356502452,0,1,0,1,0,1,0,0,0,1,0,1,0
12776,0.935153996421,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
12489,-0.0688152142423,-0.301356502452,0,1,1,0,0,0,1,0,0,1,0,0,1
4458,-0.535403469198,-0.821165074406,0,1,0,1,0,1,0,0,1,0,0,1,0
7200,-0.651246070428,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
14166,0.265841189312,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
6197,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
8423,-0.535403469198,-1.04394017667,0,1,0,1,0,1,0,0,0,0,1,1,0
25804,0.600497592867,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
13849,-0.50644281889,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
24045,-0.593324769813,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
9457,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
2215,-0.725256621215,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
9657,-0.731692321283,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
11387,2.27377961064,-1.43998480292,0,1,1,0,0,0,1,0,0,1,0,1,0
15194,-0.593324769813,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
8933,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7360,-0.403471617797,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
18615,-0.593324769813,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
1338,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
15211,-0.403471617797,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
17856,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
13273,2.60843601419,-1.43998480292,0,1,0,1,0,0,1,0,0,0,1,1,0
11030,-0.622285420121,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
2370,2.94309241775,-1.58850153777,0,1,1,0,0,0,1,0,0,1,0,1,0
9607,-0.0688152142423,-1.04394017667,0,1,0,1,0,1,0,0,0,0,1,1,0
17615,0.265841189312,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,0,1
25766,-0.680206720736,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
21634,1.26981039998,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
18762,-0.403471617797,-1.11819854409,0,1,0,1,0,0,1,0,1,0,0,1,0
9195,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
26556,-0.0688152142423,-1.43998480292,0,1,1,0,0,0,1,0,1,0,0,0,1
11439,-0.0688152142423,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
26203,-0.403471617797,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
9138,-0.622285420121,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
16601,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
10110,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
16764,-0.0688152142423,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
7706,-0.0688152142423,-1.43998480292,0,1,1,0,0,0,1,0,0,1,0,1,0
18597,2.60843601419,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7149,1.26981039998,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
17168,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
4594,-0.564364119506,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
10396,0.265841189312,-0.796412285265,0,1,0,1,0,1,0,0,1,0,0,1,0
8267,0.935153996421,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
19579,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
12669,-0.50644281889,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
12342,5.28568724263,0.688755063175,0,1,1,0,0,1,0,0,0,1,0,1,0
13686,3.61240522486,-1.19245691152,0,1,0,1,0,0,1,0,0,0,1,1,0
20010,-0.477482168583,0.0946881237989,0,1,0,1,0,1,0,0,0,1,0,1,0
16192,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
12160,-0.680206720736,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
4910,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
8652,0.600497592867,-1.73701827261,0,1,1,0,0,0,1,0,1,0,0,1,0
2495,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
6805,1.60446680353,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
7704,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
12208,-0.403471617797,-1.73701827261,0,1,1,0,0,0,1,0,1,0,0,1,0
12830,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
16889,0.935153996421,-1.63800711605,0,1,1,0,0,0,1,0,0,1,0,1,0
10634,-0.403471617797,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
11804,0.600497592867,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
163,-0.564364119506,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
23832,4.28171803197,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
253,-0.709167371044,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
13195,-0.50644281889,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
8048,-0.403471617797,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,1,0
8271,-0.477482168583,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
19438,1.93912320708,-1.34097364636,0,1,0,1,0,0,1,0,1,0,0,1,0
8577,0.265841189312,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
8788,2.60843601419,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
17891,-0.0688152142423,-0.59838997214,0,1,1,0,0,1,0,0,0,1,0,0,1
18865,-0.403471617797,-0.152839767608,0,1,1,0,0,0,1,0,0,1,0,0,1
1516,-0.709167371044,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,1,0
20241,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
23459,0.600497592867,-1.29146806808,0,1,1,0,0,0,1,0,0,1,0,1,0
9478,-0.564364119506,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
23877,0.935153996421,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
12054,-0.622285420121,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
12471,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
2035,-0.680206720736,-1.73701827261,0,1,1,0,0,1,0,0,0,1,0,0,1
19246,-0.564364119506,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
15290,-0.622285420121,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
6173,0.600497592867,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
4845,-0.680206720736,-1.31622085722,0,1,0,1,0,0,1,0,1,0,0,1,0
16662,3.2777488213,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
17555,0.265841189312,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12279,0.265841189312,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
935,-0.564364119506,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
23073,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
17246,-0.709167371044,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
12997,-0.725256621215,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,0,1
10462,0.600497592867,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
9637,1.26981039998,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
1527,-0.403471617797,-1.73701827261,0,1,0,1,0,1,0,0,0,1,0,1,0
10095,-0.564364119506,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
13506,-0.709167371044,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
15171,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,0,1
2355,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
18547,-0.593324769813,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
6874,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
17943,0.600497592867,-1.09344575495,0,1,0,1,0,0,1,0,1,0,0,0,1
1618,-0.680206720736,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
21481,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
23955,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
19499,-0.593324769813,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
20809,2.60843601419,-1.43998480292,0,1,1,0,0,1,0,0,0,1,0,1,0
12128,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
24957,0.265841189312,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
98,0.265841189312,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
23650,1.60446680353,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
12343,-0.709167371044,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
24471,1.93912320708,-1.61325432691,0,1,0,1,0,0,1,0,1,0,0,1,0
10392,0.935153996421,-1.04394017667,0,1,1,0,0,0,1,0,0,1,0,1,0
10334,-0.738128021351,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
12809,-0.680206720736,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
16570,-0.593324769813,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
16364,-0.593324769813,-1.73701827261,0,1,0,1,0,0,1,0,1,0,0,1,0
26232,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
1551,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
16581,-0.680206720736,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,0,1
19414,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
22513,3.2777488213,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
7132,-0.0688152142423,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
23179,-0.419560867968,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
9674,0.935153996421,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
2944,-0.651246070428,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
17032,-0.718820921146,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
10729,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
17735,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
3286,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
23243,3.61240522486,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
14525,-0.651246070428,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
21812,-0.403471617797,-1.21720970066,0,1,0,1,0,0,1,0,1,0,0,1,0
25135,-0.403471617797,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
7903,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
25714,0.265841189312,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
24639,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
8210,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
2123,1.93912320708,-1.73701827261,0,1,1,0,0,0,1,0,1,0,0,0,1
8916,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
15351,-0.0688152142423,-1.04394017667,0,1,0,1,0,0,1,0,0,1,0,1,0
11090,-0.593324769813,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
19625,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,0,1,1,0
16009,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
12036,-0.731692321283,0.738260641456,0,1,1,0,0,1,0,0,0,0,1,0,1
16910,1.60446680353,-0.59838997214,0,1,1,0,0,0,1,0,0,0,1,1,0
6602,-0.535403469198,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
11966,-0.712385221078,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
13739,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
8104,2.27377961064,0.738260641456,0,1,0,1,0,0,1,0,0,0,1,1,0
20296,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
15108,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
7831,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
10534,0.600497592867,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
9623,-0.731692321283,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
24842,-0.709167371044,-1.61325432691,0,1,1,0,0,0,1,0,1,0,0,0,1
6081,0.935153996421,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
24461,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
6180,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
25113,0.265841189312,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
10973,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
10603,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
7832,-0.680206720736,-1.63800711605,0,1,1,0,0,0,1,0,1,0,0,0,1
20915,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
22755,1.26981039998,-0.202345345889,0,1,0,1,0,0,1,0,0,1,0,0,1
20251,-0.709167371044,-1.4894903812,0,1,0,0,1,0,0,1,0,1,0,0,1
15561,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
7067,-0.50644281889,-1.53899595949,0,1,1,0,0,0,1,0,0,1,0,1,0
4514,0.265841189312,-0.053828611045,0,1,0,1,0,0,1,0,0,1,0,1,0
2768,-0.0688152142423,-1.4894903812,0,1,1,0,0,0,1,0,1,0,0,1,0
17869,3.2777488213,0.49073275005,0,1,0,1,0,0,1,0,0,1,0,1,0
19161,-0.593324769813,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
9420,0.935153996421,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
159,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
18215,-0.593324769813,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
19524,-0.680206720736,-1.73701827261,0,1,0,1,0,1,0,0,0,1,0,1,0
7249,-0.680206720736,-1.09344575495,0,1,1,0,0,0,1,0,0,1,0,0,1
15810,-0.622285420121,-1.19245691152,0,1,1,0,0,0,1,0,1,0,0,1,0
5085,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
12980,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
1915,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
24031,-0.403471617797,0.589743906612,0,1,1,0,0,0,1,0,0,1,0,1,0
19828,-0.403471617797,-0.400367659014,0,1,0,1,0,1,0,0,0,1,0,1,0
21166,-0.718820921146,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
6282,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
11560,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
975,0.600497592867,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
19876,-0.593324769813,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
4030,-0.448521518275,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
26059,-0.709167371044,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,0,1
5403,0.600497592867,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
14064,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
2048,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
22800,1.93912320708,0.738260641456,0,1,1,0,0,0,1,0,1,0,0,1,0
22458,-0.738128021351,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
6159,-0.622285420121,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
1315,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
10387,0.935153996421,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
21205,-0.477482168583,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
9117,-0.738128021351,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
5780,-0.718820921146,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
12083,-0.448521518275,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19326,-0.709167371044,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,0,1
16712,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
25999,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
23978,0.600497592867,-1.63800711605,0,1,0,1,0,0,1,0,1,0,0,1,0
23901,-0.680206720736,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
5609,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
19359,-0.622285420121,-1.19245691152,0,1,1,0,0,0,1,0,1,0,0,1,0
16870,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
21245,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
17763,0.600497592867,-0.152839767608,0,1,0,1,0,0,1,0,0,1,0,1,0
24234,-0.731692321283,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
24968,1.26981039998,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19571,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
17014,-0.0688152142423,-1.4894903812,0,1,1,0,0,0,1,0,0,1,0,0,1
15811,-0.0688152142423,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
15835,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
11623,-0.725256621215,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
23240,1.26981039998,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
9459,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
19628,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
11191,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
1813,3.2777488213,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
6324,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
8066,-0.70594952101,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
5883,-0.651246070428,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
3288,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
22289,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
18602,-0.403471617797,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
301,1.26981039998,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,1,0
6090,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
371,-0.477482168583,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
26106,0.265841189312,-1.68751269433,0,1,0,1,0,0,1,0,1,0,0,1,0
2140,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
4966,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
4322,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
15279,0.935153996421,-1.31622085722,0,1,1,0,0,0,1,0,1,0,0,1,0
17621,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
9731,-0.50644281889,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
9217,-0.680206720736,-1.31622085722,0,1,0,1,0,0,1,0,1,0,0,0,1
25554,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
20133,-0.448521518275,-0.152839767608,0,1,0,1,0,0,1,0,0,1,0,1,0
2007,2.27377961064,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
26444,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
23032,1.60446680353,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
14304,-0.535403469198,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
14551,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
21327,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,0,1,1,0
9354,3.2777488213,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
4930,-0.680206720736,0.738260641456,0,1,0,1,0,1,0,0,0,0,1,0,1
4259,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
3408,0.265841189312,-0.301356502452,0,1,0,1,0,1,0,0,0,0,1,1,0
51,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
5021,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
3292,-0.403471617797,-0.25185092417,0,1,0,1,0,0,1,0,1,0,0,1,0
18874,0.935153996421,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
15715,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
19180,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
7666,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
10738,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
26686,0.265841189312,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
5964,0.265841189312,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
20804,-0.477482168583,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
22763,-0.680206720736,-1.3657264355,0,1,1,0,0,0,1,0,1,0,0,0,1
